Latitude (º),Longitude (º),Altitude (m),Start year,End year,Years,K,a,b,c,K_r,a_r,b_r,c_r,NSE_all,R2_all,RMSE_all
-20.7333,-47.8833,680.0,1937.0,2021.0,84.0,3545.1,0.148,44.55,0.9364,4304.7676,0.18080273,22.39602,0.93742573,-4.0719130136941235,-4.0719130136941235,112.68370986265509
-20.8,-47.7667,750.0,1940.0,2019.0,79.0,1372.4,0.1585,17.7,0.821,3630.244,0.15339309,18.49669,0.9107826,-1.4888422253423514,-1.4888422253423514,92.94945795002548
-20.4,-47.4,950.0,1984.0,2021.0,38.0,2544.9,0.1611,36.3,0.8836,5116.745,0.20335722,25.700602,0.9507556,-4.852262681201673,-4.852262681201673,131.16936771130983
-20.2833,-47.6833,790.0,1975.0,2019.0,44.0,2051.4,0.2462,34.2,0.8726,8696.185,0.19147168,40.863113,1.051477,0.07467607264529619,0.07467607264529619,65.30679706927373
-20.7333,-47.75,810.0,1982.0,2021.0,39.0,3881.7,0.1328,44.33,0.9346,4191.1753,0.17579208,22.725698,0.9373988,-2.4397564568598455,-2.4397564568598455,96.82557388521245
-20.7333,-48.05,540.0,1941.0,2022.0,81.0,3514.8,0.1394,44.77,0.9373,3874.583,0.16988584,20.011675,0.9256279,-4.401702687871143,-4.401702687871143,110.64154754455878
-20.99919999,-48.0244,511.0,1965.0,2021.0,56.0,1551.1,0.1555,13.73,0.8081,2010.8347,0.1568999,6.4980264,0.84086174,-0.2906669441527938,-0.2906669441527938,90.73437571616898
-20.7333,-48.9,530.0,1938.0,2020.0,82.0,1787.8,0.1791,29.6,0.8536,2157.2131,0.1874584,7.674733,0.8370373,-8.225431562777407,-8.225431562777407,160.84494062224988
-21.4203,-46.9628,524.0,1966.0,2021.0,55.0,4082.7,0.1477,20.05,0.9622,4750.5884,0.16903375,28.9317,0.9540343,0.984287310510179,0.984287310510179,12.49703265439121
-21.5333,-46.6333,880.0,1937.0,2020.0,84.0,1111.3,0.1591,15.7,0.8018,4701.469,0.15738769,29.350084,0.9509996,-0.762617193462092,-0.762617193462092,72.3927536785422
-21.0167,-47.4,1030.0,1955.0,2020.0,66.0,1218.1,0.2148,15.0,0.8149,3670.3733,0.15527445,18.934372,0.9098614,-0.03982809419614863,-0.03982809419614863,75.16941819889466
-21.1,-47.15,820.0,1959.0,2020.0,61.0,4743.0,0.1932,35.2,0.9937,3588.7983,0.16834074,22.151999,0.92573303,0.8171293711980098,0.8171293711980098,33.73743028134307
-21.1,-47.75,490.0,1945.0,2021.0,76.0,1372.4,0.1585,17.7,0.8167,3030.1096,0.16562028,11.28329,0.8643218,-5.674326749548674,-5.674326749548674,154.20441012435217
-21.3183,-47.4767,531.0,1966.0,2013.0,47.0,1842.2,0.1532,21.2,0.855,3301.3496,0.16362341,17.736755,0.9018258,-0.8724970063529902,-0.8724970063529902,84.73017822714922
-21.3,-47.9333,590.0,1943.0,2020.0,77.0,1353.8,0.1523,13.62,0.8074,2105.3203,0.16520146,5.0718246,0.83362395,-3.982636335054613,-3.982636335054613,154.76370528724266
-21.3667,-47.7167,700.0,1936.0,2021.0,85.0,1392.4,0.1617,13.67,0.8076,2571.7234,0.16757916,9.949915,0.85596997,-1.3984984830544356,-1.3984984830544356,114.14190534782306
-21.45,-47.9,580.0,1950.0,2020.0,70.0,1164.8,0.1862,13.63,0.8075,1974.0339,0.16392452,5.4363284,0.83263063,-2.986019236865078,-2.986019236865078,135.64592458002
-21.8342,-47.2939,,1966.0,2019.0,53.0,1340.0,0.1474,15.6,0.815,5888.885,0.14550763,31.29578,0.9743615,-0.362772732575003,-0.362772732575003,70.91063463991051
-21.0167,-47.7667,580.0,1945.0,2020.0,75.0,1348.06,0.1504,13.68,0.8076,3274.2966,0.16715345,13.176404,0.8767988,-2.7586360200293956,-2.7586360200293956,132.4732356603654
-21.4333,-47.3333,580.0,1942.0,2021.0,79.0,1212.9,0.161,18.2,0.8129,3941.6807,0.15898103,22.095552,0.924758,-2.0693543600881426,-2.0693543600881426,92.75468757796763
-21.7,-47.4667,780.0,1982.0,2021.0,39.0,1311.8,0.1556,13.8,0.8,4081.3977,0.16583417,21.977419,0.9229376,-0.35307004166251166,-0.35307004166251166,80.176590842883
-21.05,-48.2667,520.0,1941.0,2021.0,80.0,1373.5,0.1376,13.57,0.8073,2000.7965,0.15130922,4.9331017,0.8334159,-3.143347739685322,-3.143347739685322,135.86740793042898
-21.1833,-48.1167,490.0,1956.0,2022.0,66.0,1541.47,0.1499,13.6,0.8076,1905.0289,0.15883651,3.7831998,0.83147454,-1.9632126906090015,-1.9632126906090015,134.71210768803093
-21.2667,-48.5,720.0,1941.0,2019.0,78.0,1473.3,0.1466,19.66,0.8094,1979.7452,0.20929606,4.7257204,0.82196283,-12.020405689926456,-12.020405689926456,211.2986814161248
-21.3667,-48.0667,540.0,1966.0,2021.0,55.0,1065.2,0.1622,11.4,0.79,1998.6592,0.17723842,3.471381,0.8300178,-7.9553942443387395,-7.9553942443387395,196.73466959829005
-21.35,-48.2,570.0,1970.0,2021.0,51.0,1389.4,0.1372,13.72,0.808,2053.6785,0.16330107,2.300504,0.8348188,-9.513878276239934,-9.513878276239934,216.7680817585022
-21.5,-48.0333,500.0,1924.0,2022.0,98.0,1321.0,0.1764,13.61,0.8075,1900.3167,0.1992408,5.0314183,0.8270584,-3.4559474750596024,-3.4559474750596024,156.66164326719175
-21.1167,-48.4167,620.0,1970.0,2021.0,51.0,1831.5,0.1667,21.6,0.8543,2023.9021,0.16627242,4.2847643,0.82733196,-6.18917070685772,-6.18917070685772,172.1098220342438
-22.45,-46.8167,660.0,1936.0,2020.0,84.0,1319.3,0.1681,17.8,0.8177,9903.161,0.17730731,42.694138,1.0451037,-1.6057767007546526,-1.6057767007546526,95.5091532659387
-22.6,-46.7,940.0,1941.0,2022.0,81.0,2668.6,0.1564,24.9,0.9045,10383.557,0.18839689,46.883152,1.0537564,-0.049214973088895775,-0.049214973088895775,70.60758503211052
-22.7,-46.6667,750.0,1942.0,2020.0,78.0,2574.5,0.1424,24.8,0.9031,9251.905,0.19400968,46.716583,1.0392513,-0.3365227399528923,-0.3365227399528923,73.42739430417694
-22.1333,-47.6667,660.0,1938.0,2019.0,78.0,3781.1,0.1757,34.4,0.9808,6507.629,0.17143944,31.434399,0.98187435,-1.2144567022089294,-1.2144567022089294,93.17984307669633
-22.1667,-47.2833,600.0,1937.0,2018.0,81.0,1277.8,0.1957,17.6,0.8559,6648.2563,0.1592799,34.99079,1.0084821,-0.5923284175144405,-0.5923284175144405,72.32380191562504
-22.4167,-47.55,600.0,1933.0,2014.0,81.0,4595.3,0.1466,35.3,0.9957,10838.429,0.16424003,40.483467,1.0599967,-0.9910801268671419,-0.9910801268671419,88.77558197244534
-22.4333,-47.7167,630.0,1970.0,2013.0,43.0,4373.4,0.1727,35.7,0.9989,8751.005,0.17680262,41.13439,1.0422843,0.009858148178358728,0.009858148178358728,64.6025348235562
-22.6333,-47.05,600.0,1950.0,2014.0,65.0,1821.2,0.1635,15.4,0.8838,11558.335,0.14081919,42.477253,1.0761755,0.2629742141128406,0.2629742141128406,62.111915744997226
-22.6667,-47.2167,560.0,1943.0,2014.0,72.0,1680.1,0.1683,13.7,0.1683,11896.464,0.1598829,40.828568,1.0827428,-7.198830961551442,-7.198830961551442,1229.828542855572
-22.8833,-47.0833,710.0,1941.0,2014.0,73.0,1887.4,0.1972,14.9,0.8768,14119.905,0.17935528,46.01597,1.101009,0.39940462813022404,0.39940462813022404,69.08615696112874
-22.9333,-47.25,610.0,1951.0,2014.0,63.0,3096.5,0.1393,19.4,0.9302,19246.875,0.20452556,51.461243,1.1555984,-0.12006570267108407,-0.12006570267108407,87.88777282567685
-22.5667,-47.1667,640.0,1970.0,2014.0,45.0,1796.9,0.1502,14.9,0.8763,10498.79,0.1694586,40.668655,1.0696709,-0.1046356018575576,-0.1046356018575576,74.53491924938817
-22.1333,-48.3167,700.0,1955.0,2020.0,65.0,2958.3,0.1554,25.0,0.9175,5360.388,0.18336226,28.247213,0.96673006,0.04197948415492725,0.04197948415492725,71.13888209336281
-22.6833,-48.1167,560.0,1940.0,2013.0,73.0,4373.4,0.1509,35.4,0.9939,16127.23,0.1582482,63.697006,1.106536,0.16478112346047813,0.16478112346047813,55.86667472684119
-22.05,-49.6167,550.0,1943.0,2020.0,77.0,4062.5,0.1681,30.2,0.9729,2684.7979,0.15405507,16.610226,0.8633667,0.5860829829789669,0.5860829829789669,48.11561104522388
-22.9997,-49.8333,470.0,1949.0,2022.0,73.0,1375.6,0.1746,20.1,0.8082,3669.0742,0.18366744,19.151638,0.89461964,-2.9955713664306516,-2.9955713664306516,120.62919506240982
-23.25,-45.6833,700.0,1944.0,2005.0,61.0,2569.9,0.172,33.4,0.9376,1933.2485,0.1042511,6.4971547,0.84764194,-2.5149348551879465,-2.5149348551879465,94.12085769836219
-23.2833,-45.5333,740.0,1953.0,2014.0,61.0,883.1,0.1644,13.9,0.7703,1938.7395,0.13774416,4.757699,0.8475048,-6.04258340221368,-6.04258340221368,137.9336136100767
-23.2833,-45.95,570.0,1943.0,2002.0,59.0,2594.3,0.2255,23.7,0.9644,2469.7876,0.13986808,18.474585,0.896123,0.9547547668620547,0.9547547668620547,15.988897000165272
-23.3692,-45.9003,573.0,1952.0,2011.0,59.0,3671.3,0.1383,26.4,0.9689,2609.4175,0.14556949,18.019672,0.89433086,0.860377086699428,0.860377086699428,25.47531356624821
-23.3333,-46.23333,690.0,1941.0,2014.0,73.0,3177.7,0.2047,25.7,0.9718,4227.76,0.14186794,28.402895,0.94604594,0.9378093693232007,0.9378093693232007,19.30717157005831
-23.3833,-46.35,760.0,1938.0,2014.0,77.0,3494.3,0.1733,25.5,0.9703,5221.4536,0.13752928,33.016724,0.96997553,0.9416041949977874,0.9416041949977874,18.353902189647744
-23.65,-46.95,880.0,1936.0,2014.0,79.0,1432.0,0.1681,15.7,0.8531,10760.88,0.16611218,47.62598,1.0696392,-0.15441646892447358,-0.15441646892447358,67.23089631635442
-23.7833,-46.9167,860.0,1966.0,2014.0,48.0,883.5,0.2656,17.3,0.7893,9523.319,0.15933739,45.802246,1.0539225,0.20288191914318676,0.20288191914318676,58.62005188380368
-23.1953,-46.8967,700.0,1938.0,2012.0,74.0,3091.8,0.1681,23.2,0.9301,11340.964,0.16741908,44.083782,1.0760424,0.6501010207083145,0.6501010207083145,47.900741514121265
-23.0,-46.7167,730.0,1952.0,2017.0,65.0,3118.3,0.1411,23.5,0.9329,9594.55,0.1934923,45.998287,1.0581938,0.4311570671392553,0.4311570671392553,54.51203370639942
-23.2,-46.15,780.0,1973.0,2013.0,41.0,3124.0,0.2044,25.9,0.9733,3378.607,0.14544031,28.130806,0.93902683,0.9771053911786564,0.9771053911786564,11.373981134592379
-23.0333,-47.85,490.0,1944.0,2018.0,74.0,1175.2,0.155,14.8,0.7966,21373.783,0.20319206,71.998825,1.159683,-0.8561137046731566,-0.8561137046731566,81.33168609998603
-23.2,-47.5167,540.0,1970.0,2019.0,49.0,2464.0,0.174,27.6,0.9108,21053.758,0.16740921,59.2118,1.1598378,-0.7056115487319563,-0.7056115487319563,80.71928870992227
-23.3333,-47.6833,540.0,1938.0,2018.0,81.0,2539.9,0.1637,27.6,0.906,18471.285,0.1542982,60.802837,1.1431202,0.1745392610228489,0.1745392610228489,56.49393793108933
-23.4167,-47.4,570.0,1971.0,2016.0,45.0,2595.1,0.1702,27.5,0.903,13214.981,0.14742133,52.70322,1.1167299,0.7778129691096123,0.7778129691096123,31.12594288933298
-23.55,-47.1833,870.0,1940.0,2012.0,73.0,965.3,0.2242,11.8,0.7967,14622.592,0.17344278,54.906963,1.109641,0.22524318383910757,0.22524318383910757,64.51838241291192
-23.65,-47.2167,880.0,1953.0,2014.0,62.0,513.8,0.2132,0.0,0.7182,14082.437,0.17867075,55.24271,1.1049532,0.6239683469562316,0.6239683469562316,67.98966630301405
-23.7333,-47.4167,840.0,1955.0,2011.0,56.0,864.3,0.2272,12.0,0.7891,16734.17,0.15412436,64.55801,1.1332476,0.5058796441094826,0.5058796441094826,47.25821906444096
-23.8333,-47.65,710.0,1937.0,2014.0,77.0,921.7,0.1804,32.5,0.7728,16470.78,0.19263126,64.17774,1.125663,-9.610858521530872,-9.610858521530872,111.24144421147254
-23.9667,-47.5,870.0,1942.0,2014.0,72.0,1135.8,0.1692,17.2,0.7937,14979.187,0.20534061,60.389256,1.0974356,-2.2631421066861828,-2.2631421066861828,101.47762284141542
-23.0897,-47.7267,470.0,1943.0,2019.0,77.0,1045.5,0.1903,14.9,0.8004,20086.963,0.20146114,65.15287,1.1590109,-1.1176872538315132,-1.1176872538315132,87.3744611709835
-23.3278,-47.7642,540.0,1944.0,2019.0,75.0,808.8,0.2248,19.6,0.7777,16182.127,0.181798,60.912582,1.1326479,-2.0850819705919887,-2.0850819705919887,85.52520235492051
-23.9328,-47.0728,670.0,1952.0,2016.0,64.0,364.3,0.2431,12.9,0.6565,7329.208,0.18629156,40.092197,1.0165036,-5.402857715031602,-5.402857715031602,106.94214131281612
-23.7333,-47.9333,730.0,1973.0,2014.0,41.0,887.2,0.2254,19.3,0.7722,12515.812,0.22379357,54.01487,1.083259,-3.1975842369109797,-3.1975842369109797,112.6402806317105
-23.0,-48.0167,500.0,1957.0,2014.0,57.0,1337.1,0.1514,0.0,0.8373,25436.207,0.19201614,88.6765,1.1894798,0.358918640617797,0.358918640617797,155.4291780477931
-24.93333333,-47.95,7.0,1954.0,2014.0,61.0,909.3,0.2864,80.9,0.6971,12311.521,0.1743183,57.418198,1.0510423,-6.8048630731486455,-6.8048630731486455,113.14658361768576
-24.2483,-47.3733,18.0,1944.0,2021.0,77.0,861.4,0.1926,17.7,0.746,7569.323,0.22076236,39.486958,0.99551547,-5.439429600289062,-5.439429600289062,134.7660391147617
-24.3211,-47.6247,15.0,1952.0,2020.0,68.0,870.0,0.183,17.2,0.742,13130.401,0.22479819,57.821487,1.064677,-4.979625604481452,-4.979625604481452,129.77173449677332
-24.55,-48.4333,80.0,1969.0,2014.0,45.0,1634.6,0.1571,1.0,0.8559,8275.3955,0.16970499,43.41234,1.0196033,0.5299978073335652,0.5299978073335652,137.17674951402762
-20.584475,-47.382549,1003.0,1965.0,2014.0,50.0,877.38,0.155,12.0,0.759,3914.4565,0.19736394,21.68423,0.9242818,-3.459640830299956,-3.459640830299956,117.64631046837688
-12.4836,-49.1244,293.0,1989.0,2019.0,41.0,3423.8,0.1636,33.3,0.9448,2821.1821,0.18031761,14.97473,0.88487726,-1.0566238908415535,-1.0566238908415535,90.61883674467246
-11.3389,-49.2653,234.0,1973.0,2020.0,38.0,5750.9,0.1215,39.2,0.9795,2360.293,0.16231476,10.116717,0.87308496,-0.2542606877179814,-0.2542606877179814,77.7679730185013
-11.5314,-48.2947,243.0,1983.0,2016.0,30.0,12470.27,0.129,54.796,1.128,2415.7708,0.14058806,10.771933,0.8735542,-0.3174837821447618,-0.3174837821447618,72.93283329132134
-11.7972,-49.525,247.0,1973.0,2018.0,36.0,3050.6,0.1706,32.08,0.9201,2921.3245,0.16937226,11.305844,0.89263374,-2.1106987375823993,-2.1106987375823993,114.85053244372983
-9.5642,-48.3875,210.0,1973.0,2019.0,39.0,5063.8,0.1492,36.3,0.9903,2762.8538,0.13910843,22.436869,0.89163876,0.9819530870890815,0.9819530870890815,9.367403385431501
-9.9606,-47.6747,300.0,1972.0,2020.0,39.0,4275.0,0.1743,36.7,0.9652,1794.4565,0.1516066,14.143645,0.8543759,0.9438528613491,0.9438528613491,16.732481788227275
-11.1403,-47.5767,444.0,1983.0,2016.0,33.0,11107.23,0.146,54.576,1.126,2397.5508,0.13407175,18.077133,0.9097171,0.9224471072417261,0.9224471072417261,17.029862071097238
