,Year,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Latitude,Longitude,P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm),P (mm)
-28.2256,-53.4703,132.9,107.9,146.4,88.9,50,108.6,90,,,57,,,,,,,,,,,,,,,,
-28.0542,-54.3614,97.8,85.3,122.7,94.1,86.5,100.3,74.5,108.5,194.5,60.3,90.1,78.1,,,,,,,,,,,,,,
-28.7336,-54.6478,83,121.8,141,86.4,57,108,122.6,,,91.7,,,,,,,,,,,,,,,,
-28.2111,-54.6031,96.5,94.6,119.1,113.5,118,91,66.3,,,74.6,,,,,,,,,,,,,,,,
-28.7878,-54.4525,75,120,136,102.2,65.2,90.2,127.4,,,81,,,,,,,,,,,,,,,,
-28.1878,-55.6369,72.2,105.3,112.6,125.7,76.3,85.5,77.5,,,65.3,,,,,,,,,,,,,,,,
-28.2089,-55.3233,69.5,81.5,124.2,125.7,83.6,85,102.5,,,71,,,,,,,,,,,,,,,,
-29.1083,-50.1875,,50,91.5,84,51,76.5,77.3,,,,,,,,,,,,,,,,,,,
-29.0994,-50.6308,,69,76.4,79.6,93,,,,,,,,,,,,,,,,,,,,,
-29.335,-51.1903,75.2,68.3,72.1,84,93.1,102.5,93.1,71.2,132.9,73.9,,83.1,,,,,,,,,,,,,,
-29.82,-51.1611,117.1,70.5,89,65.3,100.3,111.6,124,78.9,85.3,55.3,,71,,,,,,,,,,,,,,
-29.6244,-53.3519,79.4,118.4,86.2,75.2,76.5,66.5,86.4,85.5,128.8,89.8,107.8,62.3,,,,,,,,,,,,,,
-29.8786,-54.8253,107.8,116,106,203.7,95.4,80.5,98.4,135,138.8,116.8,90.3,,,,,,,,,,,,,,,
-29.3661,-54.7356,78.6,85,128.5,141,115,72,115,162,107,61,83.2,,,,,,,,,,,,,,,
-29.3589,-54.5019,80,94.2,114.3,175.7,118.9,115.9,143.8,127.6,143.1,71.3,106.1,,,,,,,,,,,,,,,
-29.5069,-54.6775,94.8,114.5,124.9,239.2,125.8,99.9,142.1,158.3,113.1,67.7,73.2,,,,,,,,,,,,,,,
-29.1961,-55.4753,94,66,134,175,141,87.3,96,106,186,68,102,,,,,,,,,,,,,,,
-29.5939,-55.4858,119.5,104,114.5,144.6,81.2,77.2,76,146.6,163.2,86.5,59.3,,,,,,,,,,,,,,,
-29.3089,-56.0553,86.6,76.2,124.3,108.9,85.9,76.3,103.7,126.4,113.8,92.1,123.4,,,,,,,,,,,,,,,
-30.5939,-51.7567,143,76.5,96.7,120,86.3,62.3,81.2,74.9,76.2,94.2,,65,,,,,,,,,,,,,,
-30.8658,-51.7958,283.4,152.1,86.8,106.8,63.5,76.9,87.6,76.6,78.1,78.5,,80.4,,,,,,,,,,,,,,
-30.4189,-52.0736,84.8,60.8,110.8,70.8,87.8,82.8,79.5,82.5,82.2,91.8,,60.2,,,,,,,,,,,,,,
-30.4353,-53.7125,113.6,98.3,116,137.8,94.8,93.4,97.5,108.4,103.5,65.8,78.2,86.1,,,,,,,,,,,,,,
-30.2469,-54.9175,70.9,135.5,125.9,198.8,61.5,62.9,109.2,154.8,93.1,84.7,77.4,,,,,,,,,,,,,,,
-31.1303,-51.7886,127,76,99.8,117.3,52.2,56.4,80.5,104.3,124,76,,95.8,,,,,,,,,,,,,,
-31.2839,-52.0831,145,51,103,121.5,63.5,81.2,78.1,120.1,143.5,88.6,,85,,,,,,,,,,,,,,
-31.4044,-52.6733,117.8,76,115.9,130.7,64,75,105,108,76.7,84.5,,69.3,,,,,,,,,,,,,,
-31.1342,-53.0539,93.2,78.6,95.4,80,68.6,132.5,124,140.7,76.2,103,,58.9,,,,,,,,,,,,,,
-31.5775,-53.3769,103,117.2,129.4,56,56.5,91.7,131.1,128.4,95,97.5,,75.5,,,,,,,,,,,,,,
-31.0283,-54.1789,146.2,93.5,128.5,83.2,57.2,104.5,185.3,123.4,81.5,124,108,,,,,,,,,,,,,,,
-32.3506,-52.54,71.2,89,103.5,130,59,89.3,79,120.3,105.9,116.3,,153,,,,,,,,,,,,,,
-32.5381,-52.5386,120.6,63.2,136.4,101.6,63,78.9,161.6,130.4,83,121,,117.6,,,,,,,,,,,,,,
-32.2372,-53.0897,81.5,82,109,102,68.8,84,73,103,83.2,73,,114.7,,,,,,,,,,,,,,
0.8803,-52.0094,69.6,68.8,91,60,62,100,41,57.2,53.8,99,72,42.7,,,,,,,,,,,,,,
0.8842,-62.6222,40.7,81,18.5,71,81,,,,90.3,136.3,59.5,,,,,,,,,,,,,,,
0.3711,-67.3136,95.5,100.1,90,100.1,104.4,113.2,79.3,,97.1,96.2,93.7,,,,,,,,,,,,,,,
0.1314,-68.5406,,,78.8,88,48,87.9,89.5,,63.6,88.5,,,,,,,,,,,,,,,,
1.8214,-61.1236,96.5,90,54,108.6,98.2,84.7,73.6,,133.2,69.9,73.6,,,,,,,,,,,,,,,
1.2147,-66.8522,107.9,142.3,79.9,85.1,104.3,64.4,133.5,,,66.6,80,,,,,,,,,,,,,,,
1.0742,-67.5933,137.6,113.5,72.1,96.3,92.5,97.9,99.8,,123.5,157.1,,,,,,,,,,,,,,,,
2.4956,-50.9508,96.4,163.8,153.4,124.2,207.9,338.9,148.4,177.1,185.2,132.5,136.8,159.7,,,,,,,,,,,,,,
2.8708,-61.4406,84,70,81.7,72.5,92.3,68.9,61.6,,92.3,28.7,92.3,,,,,,,,,,,,,,,
3.8436,-51.8375,117.3,103.3,112,108.6,109.8,151.4,108.7,90,74.4,111.7,120.6,117.6,,,,,,,,,,,,,,
3.3783,-59.8156,66.6,75.5,92.2,170.7,140,75.5,86.6,,69.6,80.3,70,,,,,,,,,,,,,,,
4.1667,-60.5289,104.4,117.4,76.3,86.4,90.4,88.1,64.5,54.6,72.5,91.6,114.9,,,,,,,,,,,,,,,
3.2906,-61.2881,67.8,73.5,74.6,116,137,91.9,94,,77.9,91.6,100.1,,,,,,,,,,,,,,,
3.2872,-61.0883,83.7,70.9,78.2,119.2,115,93.1,59.7,,99.8,88.6,81,,,,,,,,,,,,,,,
