station_id,reference_key,source_sheet,source_row,station_code,station_name,latitude,longitude,n_bias_values,median_bias_pct,mean_bias_pct,std_bias_pct,max_abs_bias_pct,p95_abs_bias_pct,K,a,b,c,K_r,a_r,b_r,c_r
standard_row254,standard,Standard,254,1556009,Cuiabá,-15.6067,-56.06029999,128,-3.9745572801826627,4.789450663200592,37.407098009390694,153.18374201160904,69.67622194294707,1382.435,0.3002,27.7109,0.9315,982.3318481445312,0.12182091921567917,16.046751022338867,0.780393660068512
disaggregation_row114,disaggregation,Disaggregation,114,,,-20.8006,-52.3883,128,-3.3492248728072322,13.762412896045621,40.28627171501872,152.88593687540398,129.38844516419755,5518.75,0.163,32.76,1.06,1127.2708740234375,0.18280544877052307,13.25243854522705,0.8006628751754761
disaggregation_row99,disaggregation,Disaggregation,99,,,-20.0683,-51.1036,128,25.36886707023009,36.746557539023385,39.21693120461965,150.4871907736483,143.47505280738267,5921.58,0.173,33.07,1.06,1774.663818359375,0.17876476049423218,2.7935588359832764,0.8622169494628906
disaggregation_row153,disaggregation,Disaggregation,153,,,-22.4833,-44.4453,128,40.712121464284735,45.799918412678466,39.011795520800966,150.08415801012336,110.6819209087594,1020.1,0.1598,13.1,0.7734,1952.502685546875,0.21794407069683075,9.121169090270996,0.8813864588737488
disaggregation_row21,disaggregation,Disaggregation,21,,,-3.9,-38.6667,128,35.28581271217499,38.6280245239702,31.19347100045385,149.96703798947024,94.07273860559467,3000.3,0.137,26.1,0.9097,1708.4798583984375,0.24560928344726562,10.327884674072266,0.8508434295654297
disaggregation_row28,disaggregation,Disaggregation,28,,,-6.6,-39.06666667,128,42.71103893043146,44.77401567000558,42.56017936757619,147.94669405613263,117.89113756610006,498.58,0.0705,0.0,0.6566,1746.463134765625,0.1855425238609314,14.448246002197266,0.8697773814201355
standard_row327,standard,Standard,327,-,UHE Tibagi Montante Jusante,-24.5,-50.4,128,85.28175790947711,82.54729181890198,30.274829846229906,146.93992795403085,125.90867416831935,1592.58,0.136,11.0,0.882,7729.79833984375,0.18523992598056793,32.433502197265625,1.0507198572158813
disaggregation_row81,disaggregation,Disaggregation,81,,,-19.9533,-54.8786,128,14.257862985556157,27.42906459902259,35.480236090083,146.81714348587795,126.44585798972766,5418.41,0.163,32.36,1.05,1218.97509765625,0.18049356341362,5.8966546058654785,0.8022693395614624
disaggregation_row104,disaggregation,Disaggregation,104,,,-20.6769,-53.5714,128,2.505133434981281,17.05852789946314,36.2798128580391,145.89331902830085,115.3516259401174,5475.24,0.173,32.57,1.05,1354.4234619140625,0.1999383270740509,15.163713455200195,0.8192612528800964
disaggregation_row77,disaggregation,Disaggregation,77,,,-19.5536,-52.1664,128,8.12325699916428,20.05107436604589,34.296444208533494,145.2137816919456,109.00075217381897,5834.67,0.163,32.63,1.05,1175.4896240234375,0.19545981287956238,6.474230766296387,0.8010943531990051
